STUDENT ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,COURSE ID,GRADE,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target",Interest,Aptitude,SoftSkills,Logic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9254;1;1;172.0;41;37;37;5;5;153.8;1;0;0;1;0;1;20;1;0;6;6;6;14.0;0;0;6;6;6;13.333333333333334;0;10.8;1.4;1.74;Graduate,6,6.933775385188524,3.7300709987856076,8.86932396317172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;15;1;9238;1;1;140.0;26;19;19;9;6;140.0;0;0;0;1;1;0;21;1;0;6;7;6;12.333333333333334;0;0;6;7;6;13.428571428571429;0;11.1;0.6;2.02;Graduate,5,7.662454727603789,1.4878828384915288,4.108431774809097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9500;1;1;142.0;1;38;1;5;4;136.6;0;0;0;1;0;1;18;0;0;7;7;7;13.464285714285714;0;0;8;9;8;14.788888888888888;0;12.4;0.5;1.79;Graduate,4,3.040946359712838,5.583844775702219,3.71585840912535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;8014;0;1;140.0;1;19;1;9;8;105.0;0;0;0;1;0;0;26;0;0;6;14;3;10.666666666666666;1;0;6;9;5;11.2;0;15.5;2.8;-4.06;Enrolled,3,8.116270144448535,9.173489015067489,2.9685203427998506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9147;1;12;133.1;1;37;37;9;7;139.4;0;0;1;1;0;0;41;0;0;5;6;5;11.6;0;0;5;8;5;12.2;0;7.6;2.6;0.32;Enrolled,3,2.9391676050493376,3.9147973033401575,1.5240692003788137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9773;1;1;148.0;1;19;1;3;9;140.0;1;0;0;1;0;1;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;14.666666666666666;0;16.2;0.3;-0.92;Graduate,1,4.463263599865613,8.449503772726041,1.3808365660200905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9500;1;1;137.0;1;19;37;9;7;130.8;0;0;1;1;0;0;18;0;0;8;9;8;14.4025;1;0;8;9;8;14.4025;1;9.4;-0.8;-3.12;Graduate,6,7.270185270141339,0.0024087451786647396,1.3228370800960543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;143.0;1;38;38;9;9;138.8;1;0;0;1;0;0;31;0;0;7;9;7;15.46875;0;0;8;8;8;16.3875;0;11.1;0.6;2.02;Graduate,1,6.9292022922478855,1.685146434591842,1.1411475718677855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9238;1;1;133.1;1;1;1;4;10;110.0;0;0;1;1;0;0;23;0;0;6;8;6;12.625;0;0;6;6;6;14.166666666666666;0;12.7;3.7;-1.7;Graduate,5,9.873684723122,0.3042353965408562,2.405120424055369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9500;1;1;138.0;1;37;19;9;9;127.8;1;0;0;1;0;0;19;0;0;7;7;6;14.983333333333334;0;0;7;7;6;14.983333333333334;0;7.6;2.6;0.32;Graduate,5,2.2516102421593187,3.2814718051506864,3.0666863031311644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;16;3;9773;1;1;138.0;1;37;38;4;9;134.2;1;0;0;1;0;1;20;0;0;6;6;6;15.0;0;0;6;6;6;13.0;0;11.1;0.6;2.02;Graduate,2,6.623179135395824,9.081895956965027,9.615789710389159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;8014;0;1;150.0;1;37;37;7;5;143.0;0;0;0;1;0;0;40;0;5;9;9;9;15.88888888888889;0;3;7;7;7;14.142857142857142;0;12.7;3.7;-1.7;Graduate,5,6.096819082757774,0.9695212359898775,5.784732510018857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9085;1;39;120.0;1;37;37;9;9;120.0;1;0;1;1;0;0;32;0;0;6;14;4;11.5;0;0;6;14;3;11.0;0;16.2;0.3;-0.92;Dropout,2,9.150984544900298,6.064097767438003,9.87595774513281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9254;1;1;110.0;1;37;37;9;7;113.2;1;0;0;1;0;0;24;0;0;6;14;2;10.5;0;0;6;11;1;10.0;0;10.8;1.4;1.74;Dropout,4,1.5636214164487505,4.5149593911944415,3.7246694782567324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;4;9500;1;1;146.0;1;19;37;5;8;135.8;1;0;0;1;0;0;18;0;0;7;7;6;13.983333333333334;0;0;7;7;6;13.983333333333334;0;7.6;2.6;0.32;Graduate,1,7.517981635869329,9.384682123658125,4.5762663258944105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9238;1;1;148.0;1;37;37;9;9;143.5;0;0;0;1;0;0;18;0;0;6;6;6;13.0;0;0;6;6;6;12.833333333333334;0;10.8;1.4;1.74;Graduate,4,5.682686162687683,1.2251914253709384,3.2457865916527915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9238;1;1;145.0;1;19;37;4;7;148.9;1;0;0;1;0;1;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.0;0;10.8;1.4;1.74;Graduate,5,2.746658697879054,2.1202785050222897,1.8288765089655268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9003;1;1;133.1;1;38;38;4;7;115.6;1;0;0;0;0;0;27;0;0;6;8;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout,4,4.744349141471741,0.29541968611493274,1.4316470777757917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9147;1;1;160.0;1;38;37;9;5;159.3;0;0;0;1;0;0;18;0;0;5;5;5;14.4;0;0;5;5;5;15.4;0;7.6;2.6;0.32;Graduate,4,3.337765970697978,4.3393524963137375,9.45079197807832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;150.0;1;19;37;9;8;138.5;0;0;0;1;0;0;26;0;0;5;10;4;12.0;0;0;5;9;4;11.25;0;12.7;3.7;-1.7;Enrolled,4,5.793134027884609,2.778328995646543,9.868106817987558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;130.0;1;19;12;9;4;133.2;1;0;0;1;0;0;19;0;0;6;6;6;14.166666666666666;0;0;6;7;6;13.666666666666666;0;7.6;2.6;0.32;Graduate,5,8.89000610814666,8.69905933890321,0.4490949650873155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;8014;0;1;120.0;1;37;34;0;0;117.6;1;0;0;1;0;0;19;0;0;6;8;5;12.2;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate,6,5.6930498441220205,6.04940813197755,1.5034587473176653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;18;2;9147;1;1;115.0;1;1;37;5;5;108.7;1;0;0;1;0;0;21;0;0;5;8;3;12.0;1;0;5;9;3;12.666666666666666;0;9.4;-0.8;-3.12;Enrolled,4,6.31722418326584,6.140907379757017,4.235240923010226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9147;1;1;133.1;1;1;19;4;6;106.0;1;0;0;1;0;0;24;0;0;5;11;2;10.5;0;0;5;14;1;11.0;0;12.7;3.7;-1.7;Enrolled,2,5.187478471147094,5.319106968813024,1.8633347634440733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9853;1;1;120.0;1;37;37;9;10;122.6;0;0;0;1;0;0;20;0;0;6;8;3;12.333333333333334;0;0;6;11;2;10.5;0;12.7;3.7;-1.7;Dropout,5,0.5116550644547591,0.91850337229201,3.638803936268833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9853;1;1;134.0;1;19;1;5;9;127.4;1;0;0;1;0;0;18;0;0;6;7;5;12.2;0;0;6;7;5;12.2;0;10.8;1.4;1.74;Enrolled,4,2.3285855687609427,4.450186837253552,1.2909634985963336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9003;1;1;133.1;1;19;19;9;9;100.0;0;0;0;1;0;0;30;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout,6,4.920017294320828,9.995051897085165,4.565117567217902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;133.1;1;19;37;9;9;95.0;1;0;1;0;0;0;22;0;0;7;10;6;11.5;0;0;7;8;6;13.166666666666666;0;11.1;0.6;2.02;Enrolled,5,3.1023528374470475,8.352292908460148,2.7169461616925927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;7;1;9147;1;3;130.0;1;37;19;9;8;130.0;0;0;0;1;0;0;21;0;4;9;9;9;10.88888888888889;0;3;10;18;10;11.615384615384617;0;10.8;1.4;1.74;Graduate,3,1.8176359776119422,8.93459054167116,3.519050557586608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9556;1;1;120.0;1;19;19;4;5;122.8;0;0;0;1;0;0;26;0;0;7;12;6;12.166666666666666;0;0;8;8;8;11.675;0;13.9;-0.3;0.79;Dropout,6,5.041328419184383,8.232263592464994,0.9431265146274759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9147;1;1;115.0;1;19;19;7;7;115.0;1;0;0;1;0;0;23;0;0;5;7;2;10.0;1;0;5;9;1;12.0;0;9.4;-0.8;-3.12;Enrolled,2,3.2280979344785035,1.0304169343098268,4.2812805071014175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9070;1;1;135.0;1;19;37;5;9;145.9;0;0;0;1;0;1;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;12.166666666666666;0;16.2;0.3;-0.92;Graduate,4,2.5810764317341475,2.2744825406479965,9.832576109615697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9070;1;1;133.1;1;1;37;5;9;143.0;1;0;1;1;0;0;21;0;0;6;9;5;11.4;0;0;6;8;5;12.2;0;12.7;3.7;-1.7;Dropout,3,4.639854174403808,0.03121651356409627,3.2883304688119033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;171;1;1;145.0;1;19;38;9;9;100.0;0;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Dropout,3,1.3328425808217315,3.035101248781115,8.764292748424351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;3;9085;1;1;130.0;1;19;37;5;5;121.3;1;0;0;1;0;0;21;0;0;5;14;2;13.0;2;0;5;8;4;12.0;1;9.4;-0.8;-3.12;Enrolled,5,9.277457330754073,1.0860740234649258,8.431991416236851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;3;9853;1;1;118.0;1;38;38;7;7;121.2;1;0;0;1;0;0;18;0;0;6;8;5;13.4;0;0;6;7;5;12.0;0;7.6;2.6;0.32;Enrolled,3,8.67702097919239,4.72793345301583,9.520584182972106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;3;9853;1;1;138.0;1;37;37;5;9;125.1;1;1;0;1;0;1;19;0;0;6;6;6;13.5;0;0;6;8;5;12.8;0;12.7;3.7;-1.7;Dropout,2,7.076205857405354,6.771274885739019,7.901095122670945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;122.0;1;1;1;4;9;112.9;1;0;0;1;0;0;22;0;0;6;14;4;12.25;0;0;6;11;3;11.333333333333334;0;7.6;2.6;0.32;Enrolled,2,1.062138275884562,8.74505295038077,6.595968270588149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;3;9238;1;1;126.0;1;38;19;5;8;120.8;1;0;0;1;0;0;19;0;0;6;7;6;12.285714285714286;0;0;6;7;6;12.833333333333334;0;12.4;0.5;1.79;Graduate,1,7.75877254469693,7.492171650908982,8.565844442274576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;5;9085;1;1;121.0;1;38;37;9;8;114.0;1;0;0;0;0;0;19;0;0;5;12;0;0.0;4;0;5;8;0;0.0;1;9.4;-0.8;-3.12;Dropout,2,8.07957328109019,9.385855957785052,0.7564468065734964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9238;1;1;152.0;1;37;37;7;5;132.1;1;0;0;1;0;0;19;0;0;6;10;2;10.5;0;0;6;11;1;13.0;0;9.4;-0.8;-3.12;Dropout,6,7.677646177143377,0.538982903937888,4.628306571988078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;44;1;9085;1;39;160.0;1;37;37;192;192;160.0;0;0;0;1;0;0;27;0;0;5;12;3;14.0;2;0;5;8;5;12.0;1;9.4;-0.8;-3.12;Graduate,3,1.1396588711924116,0.1217983541654144,9.892562386150589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;10;1;9085;1;1;134.0;1;37;37;5;5;134.0;1;0;0;1;0;0;22;0;2;5;7;5;14.2;0;0;5;10;5;12.2;0;12.7;3.7;-1.7;Graduate,2,6.439079570677647,6.613381138362127,7.696001512947323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9773;1;1;128.0;1;37;1;9;7;124.2;1;0;0;1;0;0;18;0;0;6;8;5;13.0;0;0;6;7;6;13.142857142857142;0;15.5;2.8;-4.06;Dropout,5,8.343247957493986,2.8935241022224623,9.620753780372231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;4;9254;1;1;125.0;1;38;38;5;5;115.6;1;0;0;1;0;0;20;0;0;6;6;6;11.0;0;0;6;8;4;12.75;0;9.4;-0.8;-3.12;Graduate,1,5.773534012196677,2.5350101610577314,7.7963435613347905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;43;1;9991;0;1;130.0;1;37;37;9;9;128.2;0;0;0;1;0;0;34;0;3;8;9;3;11.0;0;2;7;7;2;10.0;0;9.4;-0.8;-3.12;Dropout,3,6.46407375228089,3.3088708769379425,8.748819674421442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9500;1;1;138.0;1;1;38;5;8;132.8;1;0;0;1;0;0;18;0;0;7;9;6;12.385714285714286;0;0;8;9;8;13.755555555555556;0;13.9;-0.3;0.79;Graduate,1,4.5836347942630615,2.6979605789236416,7.06529632303191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9773;1;1;121.0;1;1;1;5;5;123.1;1;0;0;1;1;0;20;0;0;6;12;4;14.75;0;0;6;7;4;12.25;0;9.4;-0.8;-3.12;Graduate,3,5.287073198840526,5.114364063015873,7.605020044172398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9130;1;1;134.0;41;1;19;5;5;125.6;1;0;0;1;0;0;20;1;0;5;6;5;16.166666666666668;0;0;5;6;5;15.833333333333334;0;12.7;3.7;-1.7;Graduate,5,0.34376858351725215,4.401484472241325,5.2317800983950065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;130.0;1;1;38;4;9;115.0;0;0;0;1;1;0;25;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout,1,6.389630219732846,5.124285513766563,9.242377008141329
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9119;1;1;126.0;1;3;19;2;9;123.6;1;0;0;1;1;0;18;0;0;5;6;5;12.4;0;0;5;9;3;13.0;0;8.9;1.4;3.51;Dropout,4,0.8144721289115919,6.727136115004361,8.250389106233616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9130;1;1;148.0;1;1;1;9;9;141.7;0;0;0;0;1;0;18;0;0;6;8;5;11.6;0;0;6;11;4;13.0;0;8.9;1.4;3.51;Dropout,6,4.350145943402234,3.871305089711483,8.438849656656322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9853;1;1;160.0;1;19;38;5;7;139.0;1;0;0;1;0;1;18;0;0;6;8;5;12.2;0;0;6;13;0;0.0;0;9.4;-0.8;-3.12;Dropout,6,2.9265509766740783,2.5130768714215677,6.730091009630524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;118.0;1;1;19;5;4;118.0;0;0;0;1;0;1;19;0;0;6;7;5;11.0;0;0;6;7;5;12.8;0;12.4;0.5;1.79;Graduate,3,5.454279502117131,1.6620053680874547,3.04579947087249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9853;1;1;150.0;1;38;19;5;5;142.0;1;0;0;1;0;1;19;0;0;6;8;6;12.333333333333334;0;0;6;7;5;12.4;0;10.8;1.4;1.74;Dropout,4,1.3341633552320709,3.494741195326255,0.3562979539013933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9238;1;1;140.0;1;1;1;5;5;143.4;0;0;0;1;0;1;21;0;3;6;6;6;14.833333333333334;0;2;6;7;6;12.571428571428571;0;13.9;-0.3;0.79;Graduate,1,6.916434019733182,7.418064752461721,9.356551294095446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;42;1;9070;1;1;100.0;1;3;2;2;2;115.9;0;0;0;1;0;0;29;0;9;10;15;9;11.555555555555555;0;7;11;17;10;11.9;0;9.4;-0.8;-3.12;Enrolled,4,7.9501153692847035,7.567049101114696,5.861203488054969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9070;1;1;110.0;1;1;37;9;9;105.1;1;0;0;1;0;1;20;0;0;6;6;6;12.0;0;0;6;6;6;11.833333333333334;0;12.4;0.5;1.79;Graduate,4,1.633544497431565,6.669053866842103,2.9814297114814026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;51;1;8014;0;42;140.0;1;19;37;134;193;138.0;1;0;1;1;0;1;21;0;13;13;13;11;12.727272727272728;0;9;11;11;10;12.6;0;8.9;1.4;3.51;Graduate,1,1.0431308735188216,2.340281753068746,1.491351078475378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9991;0;1;133.1;41;37;37;9;8;114.7;0;0;0;1;0;0;34;1;2;2;2;2;10.5;0;1;1;1;1;11.0;0;10.8;1.4;1.74;Dropout,5,1.4551548278735915,5.880862458546977,8.295231655007546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9773;1;1;140.0;22;1;37;3;9;130.5;1;0;0;1;0;0;20;1;0;6;6;6;12.333333333333334;0;0;6;6;6;12.0;0;12.7;3.7;-1.7;Graduate,4,8.771275618985017,5.70689661576848,8.365201944475789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;110.0;1;37;37;9;9;134.3;0;0;0;1;1;0;24;0;0;5;10;0;0.0;0;0;5;7;1;12.0;0;10.8;1.4;1.74;Dropout,4,5.281892617563562,4.842661981097255,8.145079681305315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;148.0;1;1;1;4;3;137.5;0;0;0;1;1;0;18;0;0;7;7;7;14.842857142857143;0;0;8;9;8;14.38888888888889;0;16.2;0.3;-0.92;Graduate,5,4.672609960075026,5.499789863838642,6.450826919667863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;137.0;1;1;19;4;4;125.3;0;0;0;1;1;0;19;0;0;7;7;7;12.2;0;0;7;7;7;12.2;0;7.6;2.6;0.32;Enrolled,4,1.0671181910235428,4.917906326236681,3.660153875918759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9147;1;1;120.0;1;1;19;7;7;111.3;0;0;0;1;1;1;18;0;0;5;10;4;10.8;0;0;5;10;4;11.75;0;15.5;2.8;-4.06;Enrolled,4,6.495560067569618,5.654563660741082,3.04070284780257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;9;9991;0;1;120.0;1;38;38;9;5;144.8;0;0;0;1;1;0;28;0;0;5;7;4;12.75;0;0;5;7;5;14.333333333333334;0;10.8;1.4;1.74;Enrolled,4,8.6799959189509,7.155059546211287,0.08554770118170185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;130.0;1;1;1;9;7;152.1;0;0;0;1;1;0;28;0;0;5;13;2;11.0;0;0;5;12;1;12.0;0;11.1;0.6;2.02;Dropout,6,8.281858693234529,1.0962819440343974,8.336075586882403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;132.0;1;38;38;0;5;126.1;0;0;0;1;1;0;20;0;0;6;9;4;10.75;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout,2,6.2605470898080124,7.496257521490238,0.8743269749364246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9500;1;1;130.0;1;1;1;7;4;136.0;1;0;0;1;1;0;22;0;0;8;9;8;12.55375;1;0;8;9;8;12.55375;1;9.4;-0.8;-3.12;Graduate,5,0.7527871665167363,1.358861501275942,6.307549980407677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9500;1;1;128.0;1;19;1;4;4;124.3;1;0;0;1;1;0;19;0;0;8;8;7;12.665714285714284;0;0;8;8;7;12.665714285714284;0;10.8;1.4;1.74;Graduate,4,1.1239702717601296,0.666279984103747,5.040749468400883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9670;1;1;132.0;1;1;19;7;5;129.9;1;0;0;1;1;0;20;0;0;6;10;6;12.714285714285714;0;0;6;8;4;13.0;0;12.4;0.5;1.79;Enrolled,6,0.49308987109824676,9.760796862214676,5.266893589263511
